Concepto,Fechas,Monto
EXPORTACIONES,2014-01-01,392544.7060400001
Bienes,2014-01-01,300868.7530600001
Exportación de Mercancias Generales,2014-01-01,98346.51649000001
Procesamiento y Maquilado,2014-01-01,83502.34282000002
Anticipos por Exportación,2014-01-01,119019.89375000003
Reexportaciones,2014-01-01,0.0
Servicios,2014-01-01,91675.95298000002
Transporte,2014-01-01,4238.511780000001
Viajes,2014-01-01,50104.152810000014
Comunicaciones,2014-01-01,10999.444680000002
Construcción,2014-01-01,5200.076170000001
Seguros - Reaseguros,2014-01-01,512.3984100000001
Servicios Financieros - Comisiones,2014-01-01,1917.2726000000005
Servicios de Informática e Información,2014-01-01,252.2873300000001
Regalías y Derechos de Licencia,2014-01-01,51.67855000000001
Servicios Empresariales,2014-01-01,12183.331600000003
Servicios Personales Culturales y Recreativos,2014-01-01,295.02275000000003
Gubernamentales,2014-01-01,3441.823360000001
Comercio,2014-01-01,2479.952940000001
RENTA,2014-01-01,30557.72358000001
Remuneración de Empleados,2014-01-01,1500.5613500000004
Retribución de la Inversión,2014-01-01,29057.16223000001
TRANSFERENCIAS CORRIENTES,2014-01-01,252463.53730000008
Donaciones Oficiales,2014-01-01,118.94462000000001
Donaciones Privadas,2014-01-01,19907.72834
Remesas Familiares,2014-01-01,232436.8643400001
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2014-01-01,115672.64108000002
Capital Sector Privado,2014-01-01,101284.33747000001
Capital Sector Bancario,2014-01-01,2944.1140000000005
Capital Sector Público,2014-01-01,11444.189610000005
DataValue{Union{}}(),2014-01-01,791238.6080000002
EXPORTACIONES,2014-02-01,388125.8244700001
Bienes,2014-02-01,287715.1707100001
Exportación de Mercancias Generales,2014-02-01,90728.81598000004
Procesamiento y Maquilado,2014-02-01,75023.28750000002
Anticipos por Exportación,2014-02-01,121963.06723000004
Reexportaciones,2014-02-01,0.0
Servicios,2014-02-01,100410.65376000002
Transporte,2014-02-01,5611.96301
Viajes,2014-02-01,56028.21953000002
Comunicaciones,2014-02-01,6154.256980000002
Construcción,2014-02-01,6520.874170000002
Seguros - Reaseguros,2014-02-01,1228.7078300000005
Servicios Financieros - Comisiones,2014-02-01,2493.7353800000005
Servicios de Informática e Información,2014-02-01,393.42281000000014
Regalías y Derechos de Licencia,2014-02-01,112.72641000000004
Servicios Empresariales,2014-02-01,13374.543940000003
Servicios Personales Culturales y Recreativos,2014-02-01,292.98403000000013
Gubernamentales,2014-02-01,4312.858530000001
Comercio,2014-02-01,3886.361140000001
RENTA,2014-02-01,14946.504690000002
Remuneración de Empleados,2014-02-01,1970.4118600000006
Retribución de la Inversión,2014-02-01,12976.092830000001
TRANSFERENCIAS CORRIENTES,2014-02-01,244020.66897000003
Donaciones Oficiales,2014-02-01,1449.7576500000005
Donaciones Privadas,2014-02-01,17751.55871000001
Remesas Familiares,2014-02-01,224819.35261000003
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2014-02-01,109672.06642000003
Capital Sector Privado,2014-02-01,98658.94050000003
Capital Sector Bancario,2014-02-01,0.0
Capital Sector Público,2014-02-01,11013.125920000002
DataValue{Union{}}(),2014-02-01,756765.0645500001
EXPORTACIONES,2014-03-01,419142.5636600001
Bienes,2014-03-01,312817.1033100001
Exportación de Mercancias Generales,2014-03-01,101473.71633000004
Procesamiento y Maquilado,2014-03-01,87990.55555000002
Anticipos por Exportación,2014-03-01,123352.83143
Reexportaciones,2014-03-01,0.0
Servicios,2014-03-01,106325.46035000001
Transporte,2014-03-01,6204.745460000002
Viajes,2014-03-01,59549.05811000002
Comunicaciones,2014-03-01,3884.965010000001
Construcción,2014-03-01,8834.99375
Seguros - Reaseguros,2014-03-01,1138.1661700000004
Servicios Financieros - Comisiones,2014-03-01,2776.775520000001
Servicios de Informática e Información,2014-03-01,515.1699900000002
Regalías y Derechos de Licencia,2014-03-01,100.83791000000002
Servicios Empresariales,2014-03-01,13398.176910000004
Servicios Personales Culturales y Recreativos,2014-03-01,376.4697800000001
Gubernamentales,2014-03-01,4169.461820000001
Comercio,2014-03-01,5376.639920000001
RENTA,2014-03-01,53070.43591000001
Remuneración de Empleados,2014-03-01,2230.80218
Retribución de la Inversión,2014-03-01,50839.63373000001
TRANSFERENCIAS CORRIENTES,2014-03-01,300802.1340700001
Donaciones Oficiales,2014-03-01,85.0
Donaciones Privadas,2014-03-01,21924.79712000001
Remesas Familiares,2014-03-01,278792.3369500001
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2014-03-01,81129.44333000002
Capital Sector Privado,2014-03-01,56466.16892000001
Capital Sector Bancario,2014-03-01,8454.098660000003
Capital Sector Público,2014-03-01,16209.175750000006
DataValue{Union{}}(),2014-03-01,854144.5769700003
EXPORTACIONES,2014-04-01,391300.4191500001
Bienes,2014-04-01,265384.43175000005
Exportación de Mercancias Generales,2014-04-01,81534.79131000002
Procesamiento y Maquilado,2014-04-01,102254.95478000001
Anticipos por Exportación,2014-04-01,81594.68566000002
Reexportaciones,2014-04-01,0.0
Servicios,2014-04-01,125915.98740000004
Transporte,2014-04-01,7447.292730000002
Viajes,2014-04-01,59558.20851000001
Comunicaciones,2014-04-01,4758.63594
Construcción,2014-04-01,9412.302300000001
Seguros - Reaseguros,2014-04-01,349.2875800000001
Servicios Financieros - Comisiones,2014-04-01,7582.833240000003
Servicios de Informática e Información,2014-04-01,569.2018800000002
Regalías y Derechos de Licencia,2014-04-01,0.0
Servicios Empresariales,2014-04-01,19989.289240000006
Servicios Personales Culturales y Recreativos,2014-04-01,427.56547000000006
Gubernamentales,2014-04-01,6594.030590000002
Comercio,2014-04-01,9227.339920000002
RENTA,2014-04-01,7192.758980000001
Remuneración de Empleados,2014-04-01,1761.5686700000003
Retribución de la Inversión,2014-04-01,5431.190310000001
TRANSFERENCIAS CORRIENTES,2014-04-01,338491.2159800001
Donaciones Oficiales,2014-04-01,22.115500000000004
Donaciones Privadas,2014-04-01,18110.235550000005
Remesas Familiares,2014-04-01,320358.8649300001
MOVIMIENTOS DE CAPITAL Y FINANCIEROS,2014-04-01,54389.83350000002
Capital Sector Privado,2014-04-01,36794.55261000002
Capital Sector Bancario,2014-04-01,7086.006000000001
Capital Sector Público,2014-04-01,10509.274890000002
DataValue{Union{}}(),2014-04-01,791374.2276100002
EXPORTACIONES,2014-05-01,390076.2075900001
Bienes,2014-05-01,267281.60920000006
Exportación de Mercancias Generales,2014-05-01,80776.55561000004
Procesamiento y Maquilado,2014-05-01,99551.08427
Anticipos por Exportación,2014-05-01,86953.96932000002
Reexportaciones,2014-05-01,0.0
Servicios,2014-05-01,122794.59839000003
Transporte,2014-05-01,8854.513840000001
Viajes,2014-05-01,63544.688530000014
Comunicaciones,2014-05-01,5597.80647
Construcción,2014-05-01,10218.621160000004
Seguros - Reaseguros,2014-05-01,1030.2610500000003
Servicios Financieros - Comisiones,2014-05-01,3064.755780000001
Servicios de Informática e Información,2014-05-01,519.1459100000002
Regalías y Derechos de Licencia,2014-05-01,38.00614000000001
Servicios Empresariales,2014-05-01,18848.018110000005
Servicios Personales Culturales y Recreativos,2014-05-01,229.98430000000005
